0	1111111
1	72135
2	62723
3	82506
4	33304
5	63899
6	50373
7	40057
8	8541
9	62198
10	13097
11	58675
12	79871
13	43081
14	51365
15	78417
16	54798
17	20942
18	57604
19	22134
20	74638
21	44210
22	14623
23	59441
24	74737
25	65683
26	75271
27	80684
28	59411
29	36814
30	31482
31	5414
32	62514
33	82885
34	12245
35	5966
36	76653
37	55569
38	40937
39	19745
40	65816
41	3119
42	53387
43	76724
44	25839
45	74019
46	3175
47	47336
48	12783
49	26729
50	57755
51	74936
52	5323
53	57197
54	52017
55	2721
56	63122
57	28800
58	51514
59	59768
60	3901
61	52133
62	32168
63	13421
64	39387
65	57741
66	14855
67	47369
68	38355
69	56576
70	64430
71	71619
72	73554
73	48585
74	45729
75	66778
76	37372
77	62175
78	23417
79	51572
80	44487
81	67117
82	52686
83	73614
84	2761
85	14837
86	32359
87	31459
88	40357
89	70981
90	28685
91	28075
92	48266
93	64203
94	51101
95	18041
96	56076
97	38236
98	31836
99	22511
100	79676
101	76924
102	12957
103	81039
104	15266
105	7755
106	41690
107	70568
108	13686
109	45153
110	10177
111	35764
112	57788
113	81914
114	58331
115	56877
116	55380
117	82502
118	67311
119	25800
120	17741
121	38875
122	56857
123	66729
124	61249
125	48649
126	25484
127	40277
128	16706
129	25693
130	75959
131	20219
132	37208
133	80465
134	63938
135	18396
136	53653
137	76877
138	60285
139	62330
140	74614
141	28486
142	21492
143	43967
144	38064
145	9311
146	33592
147	3264
148	57699
149	44390
150	26035
151	78468
152	14168
153	73080
154	24694
155	33625
156	26967
157	13172
158	34921
159	21670
160	26708
161	62815
162	33269
163	49537
164	10389
165	17939
166	39081
167	35578
168	40527
169	55926
170	25289
171	12361
172	4942
173	48205
174	26986
175	15896
176	47802
177	18350
178	37972
179	18277
180	3576
181	45619
182	51890
183	75064
184	16575
185	79202
186	23271
187	45622
188	67524
189	70110
190	17080
191	48338
192	79431
193	30900
194	29362
195	33883
196	19218
197	36906
198	58477
199	44648
200	74621
201	47475
202	21912
203	3253
204	62505
205	72386
206	48511
207	7129
208	81396
209	34283
210	36418
211	76201
212	61015
213	43494
214	27004
215	76261
216	3653
217	78155
218	18761
219	66984
220	60377
221	15391
222	81140
223	11027
224	41654
225	32910
226	50616
227	26580
228	20939
229	54775
230	56973
231	44609
232	10036
233	76177
234	44145
235	45856
236	60302
237	15816
238	71825
239	42465
240	77357
241	27265
242	62444
243	9825
244	36392
245	8672
246	41078
247	53602
248	15026
249	46150
250	61532
251	82970
252	9971
253	29236
254	50863
255	58565
256	28221
257	50106
258	56181
259	49425
260	64622
261	51466
262	64838
263	19709
264	6548
265	44155
266	45920
267	72861
268	48626
269	65743
270	56332
271	56109
272	51789
273	78010
274	10711
275	41991
276	8314
277	64560
278	40191
279	51341
280	78737
281	62193
282	66786
283	20659
284	8310
285	56509
286	36021
287	71545
288	43327
289	68921
290	3073
291	62476
292	36466
293	35651
294	14604
295	82287
296	69889
297	23769
298	51519
299	14898
300	38486
301	62072
302	38913
303	81819
304	10161
305	40435
306	20403
307	40079
308	25817
309	47615
310	70357
311	60397
312	15165
313	15784
314	23759
315	29541
316	47901
317	5748
318	3349
319	76615
320	4509
321	62974
322	59405
323	42520
324	40813
325	66055
326	18442
327	59924
328	25694
329	24207
330	19069
331	64609
332	44519
333	48059
334	50944
335	18252
336	29593
337	6024
338	3043
339	56705
340	19635
341	17708
342	38512
343	66787
344	71323
345	1852
346	37997
347	29437
348	49694
349	14497
350	75565
351	9996
352	6216
353	67293
354	25369
355	71717
356	29787
357	35980
358	32348
359	28052
360	16143
361	7602
362	46722
363	70781
364	31857
365	9236
366	36877
367	45048
368	54820
369	45927
370	31935
371	60694
372	41206
373	60148
374	36440
375	78762
376	30485
377	69106
378	42197
379	15859
380	1957
381	4902
382	76202
383	17809
384	14421
385	76001
386	61948
387	37166
388	13832
389	79524
390	24538
391	82519
392	21058
393	17751
394	63761
395	27026
396	80355
397	9858
398	79873
399	25923
400	19604
401	13135
402	68089
403	33956
404	71459
405	71173
406	13503
407	44770
408	27455
409	64347
410	43180
411	2607
412	34177
413	80790
414	38906
415	76581
416	20914
417	34966
418	80306
419	39935
420	4418
421	79224
422	2490
423	74556
424	37537
425	8207
426	54454
427	78043
428	83232
429	70904
430	53624
431	37750
432	65661
433	75983
434	60381
435	3579
436	51880
437	13870
438	51729
439	48639
440	33700
441	5017
442	9939
443	18648
444	52908
445	28370
446	57187
447	42922
448	19354
449	77269
450	48418
451	9451
452	63833
453	60893
454	80332
455	44238
456	23186
457	11593
458	74279
459	42393
460	7628
461	19878
462	72464
463	64001
464	45721
465	78436
466	5221
467	3731
468	8024
469	33951
470	59545
471	17949
472	69771
473	78054
474	57086
475	72069
476	50992
477	67645
478	75975
479	24875
480	43328
481	17699
482	74923
483	34151
484	7811
485	15729
486	47245
487	43815
488	42854
489	62276
490	35500
491	9000
492	24493
493	75163
494	10754
495	3550
496	18827
497	31677
498	7071
499	23246
500	59017
501	42667
502	6797
503	25154
504	71649
505	23389
506	68591
507	29946
508	39366
509	22317
510	13956
511	7024
512	80719
513	27222
514	25722
515	37524
516	26792
517	54831
518	56472
519	66100
520	66131
521	77169
522	14181
523	10328
524	3230
525	26200
526	69809
527	3509
528	29475
529	19103
530	21181
531	62429
532	26601
533	59632
534	73093
535	31796
536	35381
537	78152
538	59455
539	74135
540	76521
541	73013
542	81897
543	63777
544	77026
545	54874
546	67842
547	77878
548	64937
549	70574
550	50843
551	5210
552	76304
553	2431
554	73117
555	5338
556	5488
557	15419
558	4868
559	66806
560	36981
561	13809
562	30116
563	49393
564	6039
565	37163
566	80432
567	11695
568	15358
569	67831
570	10040
571	56256
572	2295
573	3286
574	58878
575	57685
576	27320
577	12519
578	39581
579	51650
580	49067
581	51247
582	9521
583	80170
584	42676
585	40806
586	51958
587	63171
588	48769
589	20741
590	14423
591	73963
592	57600
593	9621
594	49074
595	71772
596	57975
597	32201
598	67042
599	78401
600	4789
601	7096
602	53036
603	32371
604	7066
605	59862
606	52529
607	54570
608	10705
609	5431
610	68608
611	28437
612	23995
613	14722
614	73350
615	82565
616	41486
617	13762
618	59825
619	54184
620	7891
621	26156
622	53562
623	20622
624	68138
625	58087
626	39649
627	24841
628	26802
629	30822
630	30680
631	38815
632	52063
633	26942
634	5478
635	29555
636	19363
637	63769
638	66807
639	47445
640	59691
641	2444
642	56002
643	12232
644	59274
645	76414
646	12053
647	61849
648	72657
649	61592
650	71391
651	16686
652	62561
653	69129
654	36100
655	46963
656	33258
657	17912
658	38933
659	75731
660	69486
661	50117
662	33255
663	77330
664	28402
665	18102
666	80597
667	12438
668	51136
669	6377
670	20944
671	15587
672	45770
673	26138
674	67898
675	53901
676	74629
677	65744
678	64818
679	7792
680	12664
681	6033
682	12641
683	57873
684	77266
685	47875
686	78965
687	23552
688	72936
689	73026
690	21671
691	64664
692	30906
693	22586
694	77480
695	34044
696	83229
697	9543
698	49641
699	30605
700	81587
701	9473
702	50462
703	10311
704	22173
705	82142
706	27303
707	52356
708	26089
709	39019
710	73021
711	30233
712	20589
713	23843
714	37549
715	4510
716	74337
717	56788
718	27639
719	82791
720	29983
721	32531
722	9881
723	66073
724	6808
725	79272
726	46926
727	38931
728	21086
729	44911
730	76106
731	11120
732	51757
733	65532
734	75530
735	57734
736	9664
737	23148
738	69524
739	7551
740	46000
741	16196
742	50133
743	15886
744	45706
745	56933
746	45152
747	67109
748	49540
749	70320
